video_id,frame_type,category,image_name,image_path
0u0X7PAbgOs,end,Entertainment,0u0X7PAbgOs_end.jpg,Data/dataset_images\Entertainment\0u0X7PAbgOs_end.jpg
0u0X7PAbgOs,mid,Entertainment,0u0X7PAbgOs_mid.jpg,Data/dataset_images\Entertainment\0u0X7PAbgOs_mid.jpg
0u0X7PAbgOs,start,Entertainment,0u0X7PAbgOs_start.jpg,Data/dataset_images\Entertainment\0u0X7PAbgOs_start.jpg
0zGesoyl3Dc,end,Entertainment,0zGesoyl3Dc_end.jpg,Data/dataset_images\Entertainment\0zGesoyl3Dc_end.jpg
0zGesoyl3Dc,mid,Entertainment,0zGesoyl3Dc_mid.jpg,Data/dataset_images\Entertainment\0zGesoyl3Dc_mid.jpg
0zGesoyl3Dc,start,Entertainment,0zGesoyl3Dc_start.jpg,Data/dataset_images\Entertainment\0zGesoyl3Dc_start.jpg
0_d529aDjiE,end,Entertainment,0_d529aDjiE_end.jpg,Data/dataset_images\Entertainment\0_d529aDjiE_end.jpg
0_d529aDjiE,mid,Entertainment,0_d529aDjiE_mid.jpg,Data/dataset_images\Entertainment\0_d529aDjiE_mid.jpg
0_d529aDjiE,start,Entertainment,0_d529aDjiE_start.jpg,Data/dataset_images\Entertainment\0_d529aDjiE_start.jpg
11--n-QGzp8,end,Entertainment,11--n-QGzp8_end.jpg,Data/dataset_images\Entertainment\11--n-QGzp8_end.jpg
11--n-QGzp8,mid,Entertainment,11--n-QGzp8_mid.jpg,Data/dataset_images\Entertainment\11--n-QGzp8_mid.jpg
11--n-QGzp8,start,Entertainment,11--n-QGzp8_start.jpg,Data/dataset_images\Entertainment\11--n-QGzp8_start.jpg
12Q-BBJ_Wfw,end,Entertainment,12Q-BBJ_Wfw_end.jpg,Data/dataset_images\Entertainment\12Q-BBJ_Wfw_end.jpg
12Q-BBJ_Wfw,mid,Entertainment,12Q-BBJ_Wfw_mid.jpg,Data/dataset_images\Entertainment\12Q-BBJ_Wfw_mid.jpg
12Q-BBJ_Wfw,start,Entertainment,12Q-BBJ_Wfw_start.jpg,Data/dataset_images\Entertainment\12Q-BBJ_Wfw_start.jpg
14XJaF8zzQk,end,Entertainment,14XJaF8zzQk_end.jpg,Data/dataset_images\Entertainment\14XJaF8zzQk_end.jpg
14XJaF8zzQk,mid,Entertainment,14XJaF8zzQk_mid.jpg,Data/dataset_images\Entertainment\14XJaF8zzQk_mid.jpg
14XJaF8zzQk,start,Entertainment,14XJaF8zzQk_start.jpg,Data/dataset_images\Entertainment\14XJaF8zzQk_start.jpg
16sw5GNKkdI,end,Entertainment,16sw5GNKkdI_end.jpg,Data/dataset_images\Entertainment\16sw5GNKkdI_end.jpg
16sw5GNKkdI,mid,Entertainment,16sw5GNKkdI_mid.jpg,Data/dataset_images\Entertainment\16sw5GNKkdI_mid.jpg
16sw5GNKkdI,start,Entertainment,16sw5GNKkdI_start.jpg,Data/dataset_images\Entertainment\16sw5GNKkdI_start.jpg
1a7F3SePA9w,end,Entertainment,1a7F3SePA9w_end.jpg,Data/dataset_images\Entertainment\1a7F3SePA9w_end.jpg
1a7F3SePA9w,mid,Entertainment,1a7F3SePA9w_mid.jpg,Data/dataset_images\Entertainment\1a7F3SePA9w_mid.jpg
1a7F3SePA9w,start,Entertainment,1a7F3SePA9w_start.jpg,Data/dataset_images\Entertainment\1a7F3SePA9w_start.jpg
1CDtyIng7rY,end,Entertainment,1CDtyIng7rY_end.jpg,Data/dataset_images\Entertainment\1CDtyIng7rY_end.jpg
1CDtyIng7rY,mid,Entertainment,1CDtyIng7rY_mid.jpg,Data/dataset_images\Entertainment\1CDtyIng7rY_mid.jpg
1CDtyIng7rY,start,Entertainment,1CDtyIng7rY_start.jpg,Data/dataset_images\Entertainment\1CDtyIng7rY_start.jpg
1IvSkEE4m6g,end,Entertainment,1IvSkEE4m6g_end.jpg,Data/dataset_images\Entertainment\1IvSkEE4m6g_end.jpg
1IvSkEE4m6g,mid,Entertainment,1IvSkEE4m6g_mid.jpg,Data/dataset_images\Entertainment\1IvSkEE4m6g_mid.jpg
1IvSkEE4m6g,start,Entertainment,1IvSkEE4m6g_start.jpg,Data/dataset_images\Entertainment\1IvSkEE4m6g_start.jpg
1JKHkBpbvgY,end,Entertainment,1JKHkBpbvgY_end.jpg,Data/dataset_images\Entertainment\1JKHkBpbvgY_end.jpg
1JKHkBpbvgY,mid,Entertainment,1JKHkBpbvgY_mid.jpg,Data/dataset_images\Entertainment\1JKHkBpbvgY_mid.jpg
1JKHkBpbvgY,start,Entertainment,1JKHkBpbvgY_start.jpg,Data/dataset_images\Entertainment\1JKHkBpbvgY_start.jpg
1kEvxLu3yiM,end,Entertainment,1kEvxLu3yiM_end.jpg,Data/dataset_images\Entertainment\1kEvxLu3yiM_end.jpg
1kEvxLu3yiM,mid,Entertainment,1kEvxLu3yiM_mid.jpg,Data/dataset_images\Entertainment\1kEvxLu3yiM_mid.jpg
1kEvxLu3yiM,start,Entertainment,1kEvxLu3yiM_start.jpg,Data/dataset_images\Entertainment\1kEvxLu3yiM_start.jpg
1rpVoTz7m-8,end,Entertainment,1rpVoTz7m-8_end.jpg,Data/dataset_images\Entertainment\1rpVoTz7m-8_end.jpg
1rpVoTz7m-8,mid,Entertainment,1rpVoTz7m-8_mid.jpg,Data/dataset_images\Entertainment\1rpVoTz7m-8_mid.jpg
1rpVoTz7m-8,start,Entertainment,1rpVoTz7m-8_start.jpg,Data/dataset_images\Entertainment\1rpVoTz7m-8_start.jpg
1SBRTO7sES4,end,Entertainment,1SBRTO7sES4_end.jpg,Data/dataset_images\Entertainment\1SBRTO7sES4_end.jpg
1SBRTO7sES4,mid,Entertainment,1SBRTO7sES4_mid.jpg,Data/dataset_images\Entertainment\1SBRTO7sES4_mid.jpg
1SBRTO7sES4,start,Entertainment,1SBRTO7sES4_start.jpg,Data/dataset_images\Entertainment\1SBRTO7sES4_start.jpg
1wB6mtIMCmQ,end,Entertainment,1wB6mtIMCmQ_end.jpg,Data/dataset_images\Entertainment\1wB6mtIMCmQ_end.jpg
1wB6mtIMCmQ,mid,Entertainment,1wB6mtIMCmQ_mid.jpg,Data/dataset_images\Entertainment\1wB6mtIMCmQ_mid.jpg
1wB6mtIMCmQ,start,Entertainment,1wB6mtIMCmQ_start.jpg,Data/dataset_images\Entertainment\1wB6mtIMCmQ_start.jpg
1wiFkLsp14g,end,Entertainment,1wiFkLsp14g_end.jpg,Data/dataset_images\Entertainment\1wiFkLsp14g_end.jpg
1wiFkLsp14g,mid,Entertainment,1wiFkLsp14g_mid.jpg,Data/dataset_images\Entertainment\1wiFkLsp14g_mid.jpg
1wiFkLsp14g,start,Entertainment,1wiFkLsp14g_start.jpg,Data/dataset_images\Entertainment\1wiFkLsp14g_start.jpg
243rZtjdPmQ,end,Entertainment,243rZtjdPmQ_end.jpg,Data/dataset_images\Entertainment\243rZtjdPmQ_end.jpg
243rZtjdPmQ,mid,Entertainment,243rZtjdPmQ_mid.jpg,Data/dataset_images\Entertainment\243rZtjdPmQ_mid.jpg
243rZtjdPmQ,start,Entertainment,243rZtjdPmQ_start.jpg,Data/dataset_images\Entertainment\243rZtjdPmQ_start.jpg
266jI59Bx6s,end,Entertainment,266jI59Bx6s_end.jpg,Data/dataset_images\Entertainment\266jI59Bx6s_end.jpg
266jI59Bx6s,mid,Entertainment,266jI59Bx6s_mid.jpg,Data/dataset_images\Entertainment\266jI59Bx6s_mid.jpg
266jI59Bx6s,start,Entertainment,266jI59Bx6s_start.jpg,Data/dataset_images\Entertainment\266jI59Bx6s_start.jpg
27y5cqfToV4,end,Entertainment,27y5cqfToV4_end.jpg,Data/dataset_images\Entertainment\27y5cqfToV4_end.jpg
27y5cqfToV4,mid,Entertainment,27y5cqfToV4_mid.jpg,Data/dataset_images\Entertainment\27y5cqfToV4_mid.jpg
27y5cqfToV4,start,Entertainment,27y5cqfToV4_start.jpg,Data/dataset_images\Entertainment\27y5cqfToV4_start.jpg
2aFXXWQPpR4,end,Entertainment,2aFXXWQPpR4_end.jpg,Data/dataset_images\Entertainment\2aFXXWQPpR4_end.jpg
2aFXXWQPpR4,mid,Entertainment,2aFXXWQPpR4_mid.jpg,Data/dataset_images\Entertainment\2aFXXWQPpR4_mid.jpg
2aFXXWQPpR4,start,Entertainment,2aFXXWQPpR4_start.jpg,Data/dataset_images\Entertainment\2aFXXWQPpR4_start.jpg
2G7dPG9IMYI,end,Entertainment,2G7dPG9IMYI_end.jpg,Data/dataset_images\Entertainment\2G7dPG9IMYI_end.jpg
2G7dPG9IMYI,mid,Entertainment,2G7dPG9IMYI_mid.jpg,Data/dataset_images\Entertainment\2G7dPG9IMYI_mid.jpg
2G7dPG9IMYI,start,Entertainment,2G7dPG9IMYI_start.jpg,Data/dataset_images\Entertainment\2G7dPG9IMYI_start.jpg
2GUTCVSARC0,end,Entertainment,2GUTCVSARC0_end.jpg,Data/dataset_images\Entertainment\2GUTCVSARC0_end.jpg
2GUTCVSARC0,mid,Entertainment,2GUTCVSARC0_mid.jpg,Data/dataset_images\Entertainment\2GUTCVSARC0_mid.jpg
2GUTCVSARC0,start,Entertainment,2GUTCVSARC0_start.jpg,Data/dataset_images\Entertainment\2GUTCVSARC0_start.jpg
2L1ciBrQxGE,end,Entertainment,2L1ciBrQxGE_end.jpg,Data/dataset_images\Entertainment\2L1ciBrQxGE_end.jpg
2L1ciBrQxGE,mid,Entertainment,2L1ciBrQxGE_mid.jpg,Data/dataset_images\Entertainment\2L1ciBrQxGE_mid.jpg
2L1ciBrQxGE,start,Entertainment,2L1ciBrQxGE_start.jpg,Data/dataset_images\Entertainment\2L1ciBrQxGE_start.jpg
2mTDCUnG7PQ,end,Entertainment,2mTDCUnG7PQ_end.jpg,Data/dataset_images\Entertainment\2mTDCUnG7PQ_end.jpg
2mTDCUnG7PQ,mid,Entertainment,2mTDCUnG7PQ_mid.jpg,Data/dataset_images\Entertainment\2mTDCUnG7PQ_mid.jpg
2mTDCUnG7PQ,start,Entertainment,2mTDCUnG7PQ_start.jpg,Data/dataset_images\Entertainment\2mTDCUnG7PQ_start.jpg
2N7aW4xkYX8,end,Entertainment,2N7aW4xkYX8_end.jpg,Data/dataset_images\Entertainment\2N7aW4xkYX8_end.jpg
2N7aW4xkYX8,mid,Entertainment,2N7aW4xkYX8_mid.jpg,Data/dataset_images\Entertainment\2N7aW4xkYX8_mid.jpg
2N7aW4xkYX8,start,Entertainment,2N7aW4xkYX8_start.jpg,Data/dataset_images\Entertainment\2N7aW4xkYX8_start.jpg
2OA_lNYjy88,end,Entertainment,2OA_lNYjy88_end.jpg,Data/dataset_images\Entertainment\2OA_lNYjy88_end.jpg
2OA_lNYjy88,mid,Entertainment,2OA_lNYjy88_mid.jpg,Data/dataset_images\Entertainment\2OA_lNYjy88_mid.jpg
2OA_lNYjy88,start,Entertainment,2OA_lNYjy88_start.jpg,Data/dataset_images\Entertainment\2OA_lNYjy88_start.jpg
2p_X54h7jBk,end,Entertainment,2p_X54h7jBk_end.jpg,Data/dataset_images\Entertainment\2p_X54h7jBk_end.jpg
2p_X54h7jBk,mid,Entertainment,2p_X54h7jBk_mid.jpg,Data/dataset_images\Entertainment\2p_X54h7jBk_mid.jpg
2p_X54h7jBk,start,Entertainment,2p_X54h7jBk_start.jpg,Data/dataset_images\Entertainment\2p_X54h7jBk_start.jpg
2Qp2jW5RfXo,end,Entertainment,2Qp2jW5RfXo_end.jpg,Data/dataset_images\Entertainment\2Qp2jW5RfXo_end.jpg
2Qp2jW5RfXo,mid,Entertainment,2Qp2jW5RfXo_mid.jpg,Data/dataset_images\Entertainment\2Qp2jW5RfXo_mid.jpg
2Qp2jW5RfXo,start,Entertainment,2Qp2jW5RfXo_start.jpg,Data/dataset_images\Entertainment\2Qp2jW5RfXo_start.jpg
2snMzBxZir8,end,Entertainment,2snMzBxZir8_end.jpg,Data/dataset_images\Entertainment\2snMzBxZir8_end.jpg
2snMzBxZir8,mid,Entertainment,2snMzBxZir8_mid.jpg,Data/dataset_images\Entertainment\2snMzBxZir8_mid.jpg
2snMzBxZir8,start,Entertainment,2snMzBxZir8_start.jpg,Data/dataset_images\Entertainment\2snMzBxZir8_start.jpg
2SVjp5QMtHg,end,Entertainment,2SVjp5QMtHg_end.jpg,Data/dataset_images\Entertainment\2SVjp5QMtHg_end.jpg
2SVjp5QMtHg,mid,Entertainment,2SVjp5QMtHg_mid.jpg,Data/dataset_images\Entertainment\2SVjp5QMtHg_mid.jpg
2SVjp5QMtHg,start,Entertainment,2SVjp5QMtHg_start.jpg,Data/dataset_images\Entertainment\2SVjp5QMtHg_start.jpg
2tlzfyaQj-A,end,Entertainment,2tlzfyaQj-A_end.jpg,Data/dataset_images\Entertainment\2tlzfyaQj-A_end.jpg
2tlzfyaQj-A,mid,Entertainment,2tlzfyaQj-A_mid.jpg,Data/dataset_images\Entertainment\2tlzfyaQj-A_mid.jpg
2tlzfyaQj-A,start,Entertainment,2tlzfyaQj-A_start.jpg,Data/dataset_images\Entertainment\2tlzfyaQj-A_start.jpg
2XFPbaEiQYo,end,Entertainment,2XFPbaEiQYo_end.jpg,Data/dataset_images\Entertainment\2XFPbaEiQYo_end.jpg
2XFPbaEiQYo,mid,Entertainment,2XFPbaEiQYo_mid.jpg,Data/dataset_images\Entertainment\2XFPbaEiQYo_mid.jpg
2XFPbaEiQYo,start,Entertainment,2XFPbaEiQYo_start.jpg,Data/dataset_images\Entertainment\2XFPbaEiQYo_start.jpg
2Y7mAC0Q1lM,end,Entertainment,2Y7mAC0Q1lM_end.jpg,Data/dataset_images\Entertainment\2Y7mAC0Q1lM_end.jpg
2Y7mAC0Q1lM,mid,Entertainment,2Y7mAC0Q1lM_mid.jpg,Data/dataset_images\Entertainment\2Y7mAC0Q1lM_mid.jpg
2Y7mAC0Q1lM,start,Entertainment,2Y7mAC0Q1lM_start.jpg,Data/dataset_images\Entertainment\2Y7mAC0Q1lM_start.jpg
2ylyB97IGAA,end,Entertainment,2ylyB97IGAA_end.jpg,Data/dataset_images\Entertainment\2ylyB97IGAA_end.jpg
2ylyB97IGAA,mid,Entertainment,2ylyB97IGAA_mid.jpg,Data/dataset_images\Entertainment\2ylyB97IGAA_mid.jpg
2ylyB97IGAA,start,Entertainment,2ylyB97IGAA_start.jpg,Data/dataset_images\Entertainment\2ylyB97IGAA_start.jpg
2zrTKz58yU0,end,Entertainment,2zrTKz58yU0_end.jpg,Data/dataset_images\Entertainment\2zrTKz58yU0_end.jpg
2zrTKz58yU0,mid,Entertainment,2zrTKz58yU0_mid.jpg,Data/dataset_images\Entertainment\2zrTKz58yU0_mid.jpg
2zrTKz58yU0,start,Entertainment,2zrTKz58yU0_start.jpg,Data/dataset_images\Entertainment\2zrTKz58yU0_start.jpg
2ZTBeaueLQk,end,Entertainment,2ZTBeaueLQk_end.jpg,Data/dataset_images\Entertainment\2ZTBeaueLQk_end.jpg
2ZTBeaueLQk,mid,Entertainment,2ZTBeaueLQk_mid.jpg,Data/dataset_images\Entertainment\2ZTBeaueLQk_mid.jpg
2ZTBeaueLQk,start,Entertainment,2ZTBeaueLQk_start.jpg,Data/dataset_images\Entertainment\2ZTBeaueLQk_start.jpg
2_65VfpVDFc,end,Entertainment,2_65VfpVDFc_end.jpg,Data/dataset_images\Entertainment\2_65VfpVDFc_end.jpg
2_65VfpVDFc,mid,Entertainment,2_65VfpVDFc_mid.jpg,Data/dataset_images\Entertainment\2_65VfpVDFc_mid.jpg
2_65VfpVDFc,start,Entertainment,2_65VfpVDFc_start.jpg,Data/dataset_images\Entertainment\2_65VfpVDFc_start.jpg
3--u5xCMbG4,end,Entertainment,3--u5xCMbG4_end.jpg,Data/dataset_images\Entertainment\3--u5xCMbG4_end.jpg
3--u5xCMbG4,mid,Entertainment,3--u5xCMbG4_mid.jpg,Data/dataset_images\Entertainment\3--u5xCMbG4_mid.jpg
3--u5xCMbG4,start,Entertainment,3--u5xCMbG4_start.jpg,Data/dataset_images\Entertainment\3--u5xCMbG4_start.jpg
3-xBNp-Erlg,end,Entertainment,3-xBNp-Erlg_end.jpg,Data/dataset_images\Entertainment\3-xBNp-Erlg_end.jpg
3-xBNp-Erlg,mid,Entertainment,3-xBNp-Erlg_mid.jpg,Data/dataset_images\Entertainment\3-xBNp-Erlg_mid.jpg
3-xBNp-Erlg,start,Entertainment,3-xBNp-Erlg_start.jpg,Data/dataset_images\Entertainment\3-xBNp-Erlg_start.jpg
37iRSrR3Iv0,end,Entertainment,37iRSrR3Iv0_end.jpg,Data/dataset_images\Entertainment\37iRSrR3Iv0_end.jpg
