categories,channel_id,crawl_date,description,dislike_count,display_id,duration,like_count,tags,title,upload_date,view_count
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:47.7,"I want to be a....!  Aubrey's Birthday!

Get to know the kids a little better while they answer the question I want to be a....! I'm interested to see how this changes in the future too!  See what the kids want to be later in life!  Check out Aubrey's birthday celebration!

Super fans: We really need your help! You can help us translate our uploads, and get credit below each video! Click here to help: http://www.youtube.com/timedtext_cs_panel?c=UCzVxzz60KHq5Bgqf1zqoocg&tab=2

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall

Music: https://www.bensound.com",35,fp6U_wCTK-M,817,2575,"I want to be a,birthday,I want,want,crazy middles,birthday celebration,large family,crazy,funny,silly,big family,family,birthday fun",I WANT TO BE A...! | AUBREY'S BIRTHDAY!,26/10/2017 0:00,173690
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:47.1,"My life as Lacey!  About Me!  Lacey's updated My Life As...!  See how her favorites have changed since her last My Life As Lacey!  A lot has happened since then!  She is a year older, but we have also moved.  She is now in a small town and in a new High School!

Super fans: We really need your help! You can help us translate our uploads, and get credit below each video! Click here to help: http://www.youtube.com/timedtext_cs_panel?c=UCzVxzz60KHq5Bgqf1zqoocg&tab=2

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",16,mRYtEuny2W0,269,1903,"My life as lacey,about me,my life,life story,life,about,me,crazy middles,large family,big family,funny,silly,crazy",MY LIFE AS LACEY! | ABOUT ME!,28/10/2017 0:00,70913
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:49.4,"MY LIFE AS SPENCER! ABOUT ME!

My name is Spencer and here is a little about me!  I hope you enjoy learning and watching about my life as Spencer!

My favorite song- http://www.youtube.com/watch?v=IPfJnp1guPc

Superfans: We really need your help! You can help us translate our uploads, and get credit below each video! Click here to help: http://www.youtube.com/timedtext_cs_panel?c=UCzVxzz60KHq5Bgqf1zqoocg&tab=2

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",15,IOM4MyPFU38,199,1433,"my life,my life as spencer,about me,me,life,my life as,crazy middles,my crazy life,life story,funny,crazy,silly,big family",MY LIFE AS SPENCER! | ABOUT ME!,21/10/2017 0:00,42992
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:48.8,"Sunday family fun! Family vlog!

We had a Sunday family fun day! In this family vlog we go to a nearby lake and have a picnic.  We also had more family fun and came home and make some cookies!

Superfans: We really need your help! You can help us translate our uploads, and get credit below each video! Click here to help: http://www.youtube.com/timedtext_cs_panel?c=UCzVxzz60KHq5Bgqf1zqoocg&tab=2

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",11,VYQOVOp_VsA,600,1292,"sunday family fun,family vlog,family,fun,sunday,vlog,crazy middles,silly,crazy,funny,large family,big family,sunday fun",SUNDAY FAMILY FUN! | FAMILY VLOG!,22/10/2017 0:00,36921
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:50.5,"They get in trouble!  Room Swap!  Family Vlog!
Yeah! Another Family vlog!  The girls get in trouble for not keeping their room clean, so they had to do a room swap!  Check out how crazy this room swap ends up! This family vlog is a little out of control and it's so sad that they get in trouble.

Superfans: We really need your help! You can help us translate our uploads, and get credit below each video! Click here to help: http://www.youtube.com/timedtext_cs_panel?c=UCzVxzz60KHq5Bgqf1zqoocg&tab=2

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",83,b2ygrmBggGo,676,3922,"They get in trouble,room swap,family vlog,trouble,swap,room,family,vlog,crazy middles,crazy,large family,funny,silly,out of control,big family",THEY GET IN TROUBLE! | ROOM SWAP! | FAMILY VLOG!,17/10/2017 0:00,248862
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:56.0,"Mom vs. Dad!  Who knows the kids better?  Blindfold Challenge!
This blindfold challenge was a lot more difficult than we expected!  You don't normally go around and feel people's faces, and they don't feel like they look, if you know what I mean!  See for yourself who knows the kids better by feeling their faces!  This was a Mom vs Dad challenge, that was definitely challenging!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",51,5Bt-XnYXLzc,874,3532,"Mom vs dad,blindfold challenge,who knows the kids better,dad vs mom,crazy middles,who knows better,CHALLENGE,challenges,blindfold,mom,dad,better,large family,crazy,crazy family,family vloggers,vlogs,family",MOM VS DAD! | WHO KNOWS THE KIDS BETTER? | BLINDFOLD CHALLENGE!,29/09/2017 0:00,219522
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:56.5,"Homecoming Proposal!  Will she say Yes?  Cody asks a girl to homecoming!  You would not believe it if it wasn't in the video, but yes, he used a live rabbit to ask someone to homecoming!  Now that the kids have been introduced to a live rabbit, they all want one!  I have to admit, it was really cool to hold it, and it was so soft and cuddly!  The kids also play around at the park with the fan mail gifts from Leah, the scooter boards!  Watch till the end to see if she will say yes to Cody's cute homecoming proposal!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",21,EffgX1HlHvk,835,2114,"homecoming proposal,will she say yes,homecoming,homecoming dance,say yes,dance,proposal,crazy middles,cute homecoming proposal,ask a girl to homecoming,ways to ask a girl to homecoming,large family,family vlog,family vloggers,cody,funny,fun,crazy,dance proposal",HOMECOMING PROPOSAL! | WILL SHE SAY YES?,28/09/2017 0:00,93559
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:54.2,"Boyfriend Tag!  Destiny and Peyton!
Get to know Destiny and Peyton and how they are doing now that they have been together for a month and a half!  They've known each other for years as friends, but now they are boyfriend and girlfriend!  They are both a bit shy, but we still got them to do this Boyfriend Tag!

Superfans: We really need your help! You can help us translate our uploads, and get credit below each video! Click here to help: http://www.youtube.com/timedtext_cs_panel?c=UCzVxzz60KHq5Bgqf1zqoocg&tab=2

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",12,D5F2-O4h_eA,421,1263,"boyfriend tag,Destiny,Peyton,tag,boyfriend,destiny and peyton,boyfriend and girlfriend,boy,crazy middles,boyfriend vs girlfriend,silly,funny,crazy,large family,crazy family,family vlogs",BOYFRIEND TAG! | DESTINY AND PEYTON!,04/10/2017 0:00,61541
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:52.9,"My life as Aubrey! | About me!

My name is Aubrey and here is a little about me!  I hope you enjoy learning and watching about my life as Aubrey!

Superfans: We really need your help! You can help us translate our uploads, and get credit below each video! Click here to help: http://www.youtube.com/timedtext_cs_panel?c=UCzVxzz60KHq5Bgqf1zqoocg&tab=2

My favorite song- http://www.youtube.com/watch?v=LMDDdj_M0js

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",29,wRNUbDTCUR4,318,2405,"my life,my life as aubrey,about me,me,life,my life as,crazy middles,my crazy life,crazy,silly,funny,large family,big family,about",MY LIFE AS AUBREY! | ABOUT ME!,07/10/2017 0:00,124241
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:58.8,"Feeling Good!  What's for Dinner?  We are so glad to be feeling good for a change.  We were sick for almost a week!  We apologize for only being able to get one vlog in the last week.  Mom really couldn't get out of bed she was in so much pain.  Luckily, I was able to manage most things, even though I wasn't feeling good.  That was a hard week!

Our dilemma today was What's for Dinner?  We finally decided on Taco soup!  It's difficult at times to decide what's for dinner, because there is almost always two or three of us that don't like a certain dish.  Taco Soup is one that everyone loves!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall

Music: https://www.bensound.com",19,eG-FBghVAi0,628,1031,"feeling good,what's for dinner,Feeling,Dinner,good,feeling better,taco soup,soccer,funny,family vlog,crazy middles,middles,large family,big family,silly",FEELING GOOD! | WHAT'S FOR DINNER?,18/09/2017 0:00,29066
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:58.2,"Scary Creepy Attic! In this family vlog the boys wanted to help with a lighting project, and really had fun crawling around feeding wire for dad in the attic, at least, those that were brave enough for the creepy attic!  It was a little scary, but we got the work done.  You have to watch till the end and see the difference in lighting! This family vlog is so funny!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",17,VBQ2qSPo3WQ,834,914,"Scary creepy attic,family vlog,creepy attic,scary attic,vlog,scary,creepy,crazy middles,family,family vloggers,scary attic video,scary attic stories,funny,crazy,large family,adoptive family",SCARY CREEPY ATTIC! | FAMILY VLOG!,21/09/2017 0:00,27725
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:57.1,"Sad News. He's leaving us again.  Unfortunately, this is happening to us again.  Miles is leaving us again, as he has to go back to the counseling program he was a part of in the Phoenix area.  This is such sad news for us.  We do have a quick Q&A at the end of the video, to answer a few questions we know you all will have.  Thank you for supporting us, especially when we have sad news that he's leaving us.

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",34,hHtoRlWYNF4,435,3119,"Sad news,he's leaving us again,Q&A,q and a,leaving us,news,he's leaving us,sad day,sad news story,leaving,question and answers,crazy middles,crazy,sad,adoption story,family vloggers,family vlogs",SAD NEWS! | HE'S LEAVING US AGAIN! | Q&A!,26/09/2017 0:00,160964
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:59.9,"Think Fast!  One Take Sunday!  Family Vlogs!  This one was a lot of fun!  We came up with some random questions to see how our kids would respond, and they had to think fast and give the first thing that came to their mind.  We did this one as a one take Sunday.  We love doing our Family Vlogs, and we hope that you continue to watch, like, and subscribe!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",10,9F9jg86_8ew,513,997,"think fast,one take sunday,family vlogs,THINK FAST CHALLENGE,fast,sunday,family vloggers,vlogs,crazy middles,funny,crazy,think fast 2017,family,middles,family games,large family,family videos,silly",THINK FAST! | ONE TAKE SUNDAY! | FAMILY VLOGS!,10/09/2017 0:00,28192
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,52:00.4,"https://www.gofundme.com/st-johns-cheerleaders-citrus-bowl

What's in my backpack 2017!  Back to School! High School! Lacey goes through what she put in her new backpack for this high school year.  She is back to school, and broke her first backpack within a month.  Now she has a new backpack, and this is what she is loading it with! Lacey loves High School!  It's fun to see video's like what's in my backpack 2017 and see what cute items are in her backpack for back to school!

Video Title: What's in my backpack 2017 | Back to school | High School!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",19,bl2aJwOfNhM,590,1296,"what's in my backpack 2017,what's in my backpack,back to school,what's in my backpack challenge,school,backpack,what's in my backpack high shcool,crazy middles,what's in my backpack 2017-18,what's in my backpack purse,back to school hacks,awesome backpack,funny,silly,high school,family vlogs,family,family channels,cute",WHAT'S IN MY BACKPACK 2017! | BACK TO SCHOOL! | HIGH SCHOOL!,09/09/2017 0:00,52269
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,52:01.0,"https://www.gofundme.com/st-johns-cheerleaders-citrus-bowl

Cheerleading! Fun at the Fair!  We went to the fair exhibits today.  One of the exhibits is for the cheerleaders that were selected for the All American Cheerleading Halftime Show in the Citrus Bowl.  The GoFundMe site above is to help fund their cheerleading trip to Orlando.  The kids had a lot of fun!  Lots of candy and treats!  There was a lot of animals to see too!  The kids definitely had fun at the fair!

Also, stay till the end to see the results of Lacey's cheerleading booth and her cookies that were judged at the fair!  You will not believe the results!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",20,dcL8IQQadTE,619,1024,"cheerleading,fun at the fair,fair,at the fair,Cheer,crazy middles,cheerleader,fun fair,go fund me,cookies,judging at the fair,crazy fun,crazy,funny video,family vlogs,large family,big family,silly,cheerleaders",CHEERLEADING! | FUN AT THE FAIR!,08/09/2017 0:00,29580
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,52:01.6,"Cookies! Crazy Shopping! Our Family Vlog today is all Lacey giving us stress!  She needed to have Chocolate Chip Cookies at the County Fair by 6pm for her Culinary class in High School.  We had less than 2 hours to pull it off, so we had to do some crazy shopping to get the missing ingredients.  She did it though, and they were really good!

There was talk of cheating, but I promise you she did not cheat!  These Chocolate Chip Cookies are from scratch!  I was not very happy that we had to run around crazy shopping to find the ingredients we needed, but it actually turned out to be a lot of fun!  I got to eat some really good cookies too!

Family Vlogs

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥

Follow us on Twitter!
http://twitter.com/CrazyMiddles

Like us on Facebook!
http://fb.com/CrazyMiddles

Instagram!
http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",9,yxAo9Lp7lF4,739,1438,"COOKIES,CRAZY SHOPPING,FAMILY VLOGS,making cookies from scratch,making cookies,vlogs,vlog,chocolate chip cookies,shopping,family vloggers,crazy,funny vlog,crazy family,family,big family,large family,silly,funny",COOKIES! | CRAZY SHOPPING! | FAMILY VLOGS!,07/09/2017 0:00,50179
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,52:02.1,"Crazy Balls!  Cotton Candy!  Haircuts!  What a day!  It was a really great weekend, and we had to celebrate!  You really have to stick around till the end to see what Aubrey did with the Crazy Balls!  Hilarious!

We had a really fun family night making Cotton Candy by the fire!  The kids had a lot of fun and made a huge mess!  We also opened some fan mail, that included a very large, heavy box of Crazy Balls!  Before we opened the fan mail, though, we had to wait for our cheerleaders to get home so they could be included, and while we waited, mom did some Haircuts!  The before and after pictures are great!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",8,B9S4XiA1rAE,860,1184,"crazy balls,cotton candy,haircuts,crazy ball,cotton candy machine,hair,new haircut,before and after,hairstyles,crazy middles,crazy,balls,campfire,family night,funny video,family vlogger",CRAZY BALLS! | COTTON CANDY! | HAIRCUTS!,06/09/2017 0:00,35494
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:15.2,"Landon was driving me crazy so much today!  He seemed to be at the center of everything.  I didn't really want to paint on the holiday (Labor Day), but he didn't really give me a choice.  At least I had plenty of help!  I think the kids take turns driving me crazy.  It seems there is always at least one that is accomplishing it too.  We love them all so much!

Happy Birthday to Cynthia!  We don't always have extravagant birthday parties, but we do let the kids do their own birthday shopping!  (Hmmm... perhaps a future family vlog!) There are times when they choose to just take the money and save it. For example, Mason still has all of his Birthday money, and Landon is a pretty good saver too.

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",10,iy-i71ANmZ0,579,947,"driving me crazy,birthday,crazy,birthday song,crazy girl,crazy middles,driving,Family Vlogger,Family Vlog,Crazy Kids,Funny,Annoying,Hilarious,Funny Videos,labor day",DRIVING ME CRAZY! | BIRTHDAY!,05/09/2017 0:00,31869
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:15.8,"Never take no for an answer!  We have been working very hard on trying to have Miles stay here with our family, which includes his biological brother and sisters.  We worked with a lot of people to try and make this happen, and we have been getting no for an answer all week.  We also had a birthday to celebrate!  Watch till the end to see the cake in the face!

Family Vloggers

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",36,LFJPI5CuDzg,523,2036,"never take no for an answer,never take no,family vloggers,family videos,birthday,cake in the face,crazy middles,no is not the answer,family vlogs,answer,the answer,results,large family,big family,silly,funny,crazy",NEVER TAKE NO FOR AN ANSWER! | FAMILY VLOGGERS,03/09/2017 0:00,67460
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:16.3,"THIS IS CRAZY! We just don't know if he will stay or go!  Miles worked so hard to complete everything in order to come back, now we are not sure if he will be allowed to.  We do have help from a few people that are trying to help him stay.  We have been on an emotional roller coaster trying to figure it out.  This is just crazy!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",110,rpBeRaX3jo4,297,1398,"will he stay or go,this is crazy,stay or go,this is so crazy,he will stay,this is crazy talk,crazy middles,don't leave us,leave us,foster care,foster care story,we love you,please don't go,crazy,family vloggers,so sad,sad",WILL HE STAY OR GO? | THIS IS CRAZY!,01/09/2017 0:00,58590
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:16.9,"Cartwheel Challenge!  The kids had a lot of fun with this one!  The preschool kids and some of the older kids had a hard time with the cartwheel challenge, but they had fun trying to do the cartwheels, and we had fun watching the cartwheel fails!  We so love being family vloggers!  It is the best way to keep track of our memories!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",8,_I0I7Yo3nIw,549,891,"cartwheel challenge,family vloggers,cartwheel,vloggers,cartwheel fail,cartwheel backflip,cartwheel contest,cartwheel compilation,cartwheel children,cartwheel chaos,child cartwheel,crazy middles,new cartwheel challenge,human cartwheel challenge,funny cartwheel,large family vloggers,big family vloggers,crazy,funny,silly,challenge",CARTWHEEL CHALLENGE! | FAMILY VLOGGERS,31/08/2017 0:00,39973
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:17.5,"Goodbye, we will miss you, to one of our Foster Kids that decided he wanted a different life.  It sucks to say goodbye after you have bonded with someone.  We will miss you so much Matthew.  We wish you the best!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",25,TNkbHxxByhw,435,2225,"Goodbye,we will miss you,goodbye to you,goodbye we will miss you,we will miss him,miss you,we'll miss you,goodbye for now,we will miss you when your gone,crazy middles,foster kids,foster care,foster care story,sad day,family vloggers,sad,crazy,gift card,fan mail,silly,funny,large family,big family",GOODBYE! | WE WILL MISS YOU!,30/08/2017 0:00,106281
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:18.1,"Lacey is so excited for her new hair! She has been waiting for Mom to do her blonde highlights for awhile now.  She finally got her new hair just after school started!  Our little pet Bell was being such an Angry Dog!  She warms up to people slowly, but this was a weird thing for her,  she is not normally such an angry dog.

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",8,oEPKdQk6vdw,637,928,"My New Hair,new hair,new hairstyle,hair,Angry dog,dog,angry pet,mad dog,angry dog funny,hairstyle 2017,2017 new hairstyle,funny dog,crazy middles,crazy dog,hair video,dog video,large family,silly,crazy,funny,lol,family vloggers",MY NEW HAIR! | ANGRY DOG!,28/08/2017 0:00,31375
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:19.9,"Our school morning routine can get a little crazy! We go through our morning routine step by step!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",104,6abZHY754mo,563,4630,"school morning routine,morning routine,morning routine 2017,SCHOOL MORNING ROUTINE KIDS,morning routine for school,school morning routine 2017 kids,school morning routine middle school,school morning routine high school,Elementary school morning routine,crazy middles,crazy,big family routine,large family routine,family vloggers,school,lol,funny,silly",SCHOOL MORNING ROUTINE!,23/08/2017 0:00,317496
People & Blogs,UCzVxzz60KHq5Bgqf1zqoocg,51:21.0,"Braxton had fun dressing up in Cody's football uniform! Our two little ones had a ton of fun at the park!

Crazy Middles
P.O. Box 3071
St. Johns, AZ 85936

â™¥FOLLOW US ON SOCIAL MEDIAâ™¥
Follow us on Twitter! http://twitter.com/CrazyMiddles

Like us on Facebook! http://fb.com/CrazyMiddles

Instagram! http://instagr.am/CrazyMiddles
Cody's instagram- @Codywallace_99
Lacey's instagram- @laceynwall
Destiny's instagram- @des_tiny97
Cynthia's instagram- @CynthiaJWall",5,CDVk2K3fWbE,746,878,"cutest football player ever,cute,cutest,football,football player,funny football,crazy football,smallest football player,crazy middles,family,crazy,family vloggers,vloggers,big family,fun at the park,park,funny family",CUTEST FOOTBALL PLAYER EVER!,18/08/2017 0:00,33373
